Time (ms);Distance (cm);Brightness (lux);a_x (m/s^2);a_y (m/s^2);a_z (m/s^2);a_mag (m/s^2);r_x (rad/s^2);r_y (rad/s^2);r_z (rad/s^2);roll (deg);pitch (deg);yaw (deg)
7612; 85.18 ; 2.00 ; 0.00 ; -0.59 ; 9.30 ; 9.32 ; 0.06 ; -0.12 ; 0.15 ; -3.62 ; 0.00 ; -79.87
7742; 102.72 ; 2.00 ; -0.04 ; -0.59 ; 9.41 ; 9.43 ; 0.06 ; -0.11 ; 0.15 ; -3.58 ; 0.24 ; -75.86
7874; 100.63 ; 2.00 ; 0.04 ; -0.47 ; 9.38 ; 9.39 ; 0.05 ; -0.12 ; 0.15 ; -2.87 ; -0.24 ; -73.48
8005; 73.22 ; 2.00 ; -0.08 ; -0.59 ; 9.30 ; 9.32 ; 0.06 ; -0.12 ; 0.15 ; -3.62 ; 0.48 ; -75.59
8135; 99.10 ; 2.00 ; -0.04 ; -0.59 ; 9.41 ; 9.43 ; 0.06 ; -0.12 ; 0.15 ; -3.58 ; 0.24 ; -73.66
8269; 94.05 ; 2.00 ; -0.08 ; -0.55 ; 9.30 ; 9.31 ; 0.06 ; -0.11 ; 0.15 ; -3.38 ; 0.48 ; -73.62
8400; 86.99 ; 2.00 ; -0.04 ; -0.51 ; 9.34 ; 9.35 ; 0.06 ; -0.11 ; 0.15 ; -3.13 ; 0.24 ; -72.02
8530; 98.13 ; 2.00 ; 0.00 ; -0.47 ; 9.38 ; 9.39 ; 0.06 ; -0.11 ; 0.15 ; -2.87 ; 0.00 ; -67.11
8662; 98.45 ; 2.00 ; 0.00 ; -0.47 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; 0.15 ; -2.89 ; 0.00 ; -68.27
8793; 93.49 ; 2.00 ; -0.04 ; -0.55 ; 9.22 ; 9.23 ; 0.06 ; -0.12 ; 0.15 ; -3.41 ; 0.24 ; -70.65
8927; 84.84 ; 2.00 ; -0.04 ; -0.43 ; 9.38 ; 9.27 ; 0.05 ; -0.12 ; 0.15 ; -2.64 ; 0.24 ; -68.18
9057; 84.41 ; 2.00 ; -0.12 ; -0.47 ; 9.38 ; 9.39 ; 0.05 ; -0.12 ; 0.15 ; -2.87 ; 0.72 ; -70.80
9187; 100.94 ; 2.00 ; 0.00 ; -0.39 ; 9.30 ; 9.46 ; 0.05 ; -0.11 ; 0.15 ; -2.42 ; 0.00 ; -67.70
9318; 94.81 ; 2.00 ; -0.12 ; -0.51 ; 9.57 ; 9.59 ; 0.05 ; -0.12 ; 0.15 ; -3.05 ; 0.70 ; -65.76
9449; 86.55 ; 2.00 ; -0.12 ; -0.51 ; 9.38 ; 9.31 ; 0.06 ; -0.12 ; 0.15 ; -3.11 ; 0.72 ; -62.34
9580; 88.52 ; 2.00 ; 0.00 ; -0.43 ; 9.30 ; 9.31 ; 0.06 ; -0.11 ; 0.15 ; -2.66 ; 0.00 ; -62.71
9713; 88.52 ; 23.00 ; 0.00 ; -0.51 ; 9.22 ; 9.23 ; 0.06 ; -0.11 ; 0.15 ; -3.17 ; 0.00 ; -61.43
9843; 93.34 ; 1.00 ; 0.08 ; -0.47 ; 9.34 ; 9.35 ; 0.06 ; -0.11 ; 0.15 ; -2.89 ; -0.48 ; -60.50
9974; 86.04 ; 270.00 ; 0.04 ; -0.59 ; 9.18 ; 9.35 ; 0.06 ; -0.11 ; 0.15 ; -3.67 ; -0.24 ; -54.90
10105; 88.49 ; 417.00 ; 0.12 ; -0.43 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; 0.15 ; -2.65 ; -0.72 ; -57.63
10235; 89.34 ; 406.00 ; 0.00 ; -0.55 ; 9.34 ; 9.31 ; 0.06 ; -0.11 ; 0.15 ; -3.37 ; 0.00 ; -56.68
10370; 100.43 ; 432.00 ; 0.04 ; -0.51 ; 9.22 ; 9.23 ; 0.05 ; -0.12 ; 0.15 ; -3.17 ; -0.24 ; -56.89
10501; 93.30 ; 442.00 ; 0.04 ; -0.55 ; 9.30 ; 9.31 ; 0.05 ; -0.11 ; 0.15 ; -3.38 ; -0.24 ; -55.99
10632; 96.04 ; 446.00 ; 0.04 ; -0.43 ; 9.18 ; 9.19 ; 0.05 ; -0.12 ; 0.15 ; -2.69 ; -0.24 ; -56.31
10763; 76.64 ; 444.00 ; -0.04 ; -0.51 ; 9.30 ; 9.31 ; 0.05 ; -0.11 ; 0.15 ; -3.14 ; 0.24 ; -54.90
10893; 93.44 ; 440.00 ; -0.12 ; -0.59 ; 9.22 ; 9.24 ; 0.05 ; -0.11 ; 0.15 ; -3.65 ; 0.73 ; -52.76
11027; 87.16 ; 402.00 ; -0.04 ; -0.59 ; 9.22 ; 9.24 ; 0.06 ; -0.11 ; 0.15 ; -3.65 ; 0.24 ; -52.90
11158; 89.31 ; 406.00 ; -0.04 ; -0.51 ; 9.22 ; 9.23 ; 0.05 ; -0.11 ; 0.15 ; -3.17 ; 0.24 ; -50.88
11288; 96.09 ; 414.00 ; -0.08 ; -0.51 ; 9.30 ; 9.31 ; 0.06 ; -0.11 ; 0.15 ; -3.14 ; 0.48 ; -52.28
11420; 96.60 ; 431.00 ; -0.16 ; -0.35 ; 9.22 ; 9.23 ; 0.05 ; -0.12 ; 0.14 ; -2.19 ; 0.97 ; -55.86
11551; 90.28 ; 441.00 ; -0.20 ; -0.35 ; 9.26 ; 9.27 ; 0.05 ; -0.07 ; -0.45 ; -2.18 ; 1.21 ; -56.50
11685; 87.06 ; 420.00 ; -0.08 ; -0.35 ; 9.41 ; 9.39 ; 0.04 ; -0.05 ; -0.67 ; -2.15 ; 0.48 ; -57.85
11815; 79.50 ; 415.00 ; 0.12 ; -0.67 ; 9.34 ; 9.36 ; 0.04 ; -0.08 ; -0.34 ; -4.09 ; -0.72 ; -60.05
11945; 80.18 ; 409.00 ; 0.04 ; -0.43 ; 9.22 ; 9.23 ; 0.05 ; -0.10 ; -0.15 ; -2.68 ; -0.24 ; -65.18
12077; 78.75 ; 409.00 ; -0.12 ; -0.51 ; 9.34 ; 9.35 ; 0.05 ; -0.10 ; -0.00 ; -3.13 ; 0.72 ; -68.88
12207; 91.57 ; 395.00 ; -0.24 ; -0.67 ; 9.30 ; 9.32 ; 0.05 ; -0.09 ; -0.12 ; -4.10 ; 1.45 ; -73.36
12341; 95.83 ; 420.00 ; 0.00 ; -0.43 ; 9.38 ; 9.39 ; 0.05 ; -0.11 ; 0.02 ; -2.64 ; 0.00 ; -70.10
12471; 87.01 ; 424.00 ; -0.04 ; -0.59 ; 9.30 ; 9.27 ; 0.05 ; -0.11 ; 0.03 ; -3.62 ; 0.24 ; -73.49
12602; 96.70 ; 433.00 ; 0.04 ; -0.47 ; 9.14 ; 9.15 ; 0.06 ; -0.12 ; 0.20 ; -2.95 ; -0.25 ; -69.16
12733; 88.24 ; 436.00 ; 0.08 ; -0.43 ; 9.30 ; 9.38 ; 0.06 ; -0.12 ; 0.24 ; -2.66 ; -0.48 ; -66.67
12864; 81.35 ; 432.00 ; 0.08 ; -0.31 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; 0.04 ; -1.92 ; -0.48 ; -66.83
12997; 80.79 ; 398.00 ; -0.12 ; -0.47 ; 9.26 ; 9.27 ; 0.05 ; -0.10 ; -0.03 ; -2.91 ; 0.73 ; -69.17
13127; 77.37 ; 394.00 ; -0.04 ; -0.47 ; 9.38 ; 9.39 ; 0.05 ; -0.10 ; -0.11 ; -2.87 ; 0.24 ; -71.26
13258; 82.45 ; 394.00 ; 0.12 ; -0.39 ; 9.22 ; 9.26 ; 0.05 ; -0.10 ; 0.00 ; -2.44 ; -0.73 ; -69.61
13388; 92.06 ; 389.00 ; -0.04 ; -0.51 ; 9.38 ; 9.39 ; 0.05 ; -0.09 ; -0.13 ; -3.11 ; 0.24 ; -74.23
13519; 89.77 ; 390.00 ; -0.08 ; -0.55 ; 9.45 ; 9.39 ; 0.05 ; -0.09 ; -0.15 ; -3.32 ; 0.47 ; -74.41
13652; 99.20 ; 425.00 ; -0.04 ; -0.75 ; 9.18 ; 9.21 ; 0.05 ; -0.09 ; -0.13 ; -4.64 ; 0.24 ; -75.20
13785; 98.47 ; 412.00 ; -0.08 ; -0.63 ; 9.30 ; 9.32 ; 0.05 ; -0.10 ; -0.09 ; -3.86 ; 0.48 ; -75.62
13916; 94.08 ; 400.00 ; -0.04 ; -0.63 ; 9.38 ; 9.40 ; 0.05 ; -0.10 ; -0.08 ; -3.83 ; 0.24 ; -76.42
14047; 84.80 ; 390.00 ; -0.04 ; -0.43 ; 9.41 ; 9.42 ; 0.05 ; -0.10 ; -0.11 ; -2.62 ; 0.24 ; -80.04
14177; 96.75 ; 377.00 ; 0.00 ; -0.35 ; 9.26 ; 9.26 ; 0.05 ; -0.10 ; -0.03 ; -2.18 ; 0.00 ; -80.69
14312; 83.08 ; 393.00 ; -0.08 ; -0.39 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; -0.00 ; -2.41 ; 0.48 ; -85.24
14443; 91.75 ; 404.00 ; -0.12 ; -0.39 ; 9.26 ; 9.27 ; 0.05 ; -0.10 ; -0.06 ; -2.43 ; 0.73 ; -88.37
14574; 90.16 ; 402.00 ; 0.04 ; -0.43 ; 9.38 ; 9.39 ; 0.05 ; -0.11 ; -0.00 ; -2.64 ; -0.24 ; -83.82
14705; 94.95 ; 377.00 ; 0.12 ; -0.51 ; 9.34 ; 9.31 ; 0.05 ; -0.10 ; -0.12 ; -3.13 ; -0.72 ; -82.34
14837; 81.76 ; 364.00 ; 0.08 ; -0.55 ; 9.34 ; 9.35 ; 0.05 ; -0.10 ; -0.02 ; -3.37 ; -0.48 ; -84.65
14971; 91.24 ; 368.00 ; -0.04 ; -0.67 ; 9.18 ; 9.20 ; 0.05 ; -0.10 ; 0.00 ; -4.16 ; 0.24 ; -89.77
15102; 88.03 ; 374.00 ; -0.12 ; -0.59 ; 9.30 ; 9.32 ; 0.05 ; -0.10 ; -0.03 ; -3.62 ; 0.72 ; -87.02
15234; 99.30 ; 382.00 ; -0.04 ; -0.63 ; 9.30 ; 9.32 ; 0.05 ; -0.10 ; -0.05 ; -3.86 ; 0.24 ; -90.92
15365; 98.89 ; 372.00 ; 0.00 ; -0.55 ; 9.34 ; 9.35 ; 0.05 ; -0.10 ; -0.02 ; -3.37 ; 0.00 ; -90.00
15496; 73.58 ; 376.00 ; 0.00 ; -0.47 ; 9.38 ; 9.39 ; 0.05 ; -0.10 ; -0.03 ; -2.87 ; 0.00 ; -90.00
15625; 92.57 ; 371.00 ; 0.00 ; -0.67 ; 9.34 ; 9.36 ; 0.05 ; -0.10 ; -0.07 ; -4.09 ; 0.00 ; -88.82
15759; 97.94 ; 346.00 ; -0.12 ; -0.59 ; 9.38 ; 9.39 ; 0.05 ; -0.09 ; -0.22 ; -3.59 ; 0.72 ; -99.24
15890; 85.11 ; 341.00 ; -0.16 ; -0.43 ; 9.34 ; 9.35 ; 0.05 ; -0.06 ; -0.48 ; -2.65 ; 0.96 ; -99.72
16021; 83.75 ; 318.00 ; -0.20 ; -0.31 ; 9.30 ; 9.30 ; 0.03 ; -0.05 ; -0.75 ; -1.93 ; 1.21 ; -108.09
16151; 100.49 ; 286.00 ; -0.12 ; -0.43 ; 9.38 ; 9.39 ; 0.03 ; -0.02 ; -1.08 ; -2.64 ; 0.72 ; -115.25
16283; 82.68 ; 287.00 ; 0.04 ; -0.43 ; 9.18 ; 9.19 ; 0.03 ; -0.02 ; -1.08 ; -2.69 ; -0.24 ; -128.63
16416; 85.18 ; 302.00 ; -0.08 ; -0.51 ; 9.22 ; 9.23 ; 0.03 ; -0.02 ; -1.08 ; -3.17 ; 0.49 ; -144.20
16547; 80.84 ; 291.00 ; -0.04 ; 0.39 ; 9.18 ; 9.19 ; 0.13 ; 0.01 ; -0.84 ; 2.45 ; 0.24 ; -140.64
16677; 97.67 ; 274.00 ; 0.16 ; -0.59 ; 9.26 ; 9.28 ; 0.05 ; -0.07 ; -0.38 ; -3.64 ; -0.97 ; -159.25
16808; 95.58 ; 262.00 ; 0.12 ; -0.51 ; 9.49 ; 9.51 ; 0.04 ; -0.10 ; -0.13 ; -3.07 ; -0.71 ; -160.43
16940; 89.66 ; 258.00 ; 0.12 ; -0.78 ; 9.30 ; 9.33 ; 0.05 ; -0.09 ; -0.20 ; -4.82 ; -0.72 ; -170.02
17074; 100.90 ; 274.00 ; 0.04 ; -0.47 ; 9.30 ; 9.31 ; 0.05 ; -0.09 ; -0.20 ; -2.90 ; -0.24 ; -167.01
17206; 85.16 ; 270.00 ; 0.00 ; -0.51 ; 9.26 ; 9.35 ; 0.05 ; -0.09 ; -0.14 ; -3.15 ; 0.00 ; -169.87
17336; 84.04 ; 276.00 ; -0.08 ; -0.51 ; 9.45 ; 9.47 ; 0.05 ; -0.09 ; -0.14 ; -3.09 ; 0.47 ; -169.09
17466; 98.33 ; 269.00 ; -0.04 ; -0.51 ; 9.38 ; 9.23 ; 0.05 ; -0.10 ; -0.13 ; -3.11 ; 0.24 ; -171.26
17598; 86.48 ; 271.00 ; 0.00 ; -0.51 ; 9.34 ; 9.35 ; 0.05 ; -0.10 ; -0.10 ; -3.13 ; 0.00 ; -173.67
17731; 72.78 ; 260.00 ; 0.00 ; -0.55 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; 0.03 ; -3.37 ; 0.00 ; -173.30
17860; 87.11 ; 262.00 ; 0.04 ; -0.55 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; 0.07 ; -3.37 ; -0.24 ; -174.10
17991; 77.20 ; 262.00 ; 0.00 ; -0.67 ; 9.38 ; 9.32 ; 0.05 ; -0.11 ; 0.06 ; -4.07 ; 0.00 ; -176.46
18121; 92.64 ; 265.00 ; 0.04 ; -0.63 ; 9.26 ; 9.28 ; 0.06 ; -0.11 ; 0.03 ; -3.88 ; -0.24 ; -176.59
18252; 95.78 ; 276.00 ; -0.08 ; -0.43 ; 9.34 ; 9.27 ; 0.05 ; -0.11 ; 0.09 ; -2.65 ; 0.48 ; -173.13
18386; 90.43 ; 280.00 ; -0.16 ; -0.51 ; 9.41 ; 9.43 ; 0.05 ; -0.11 ; 0.14 ; -3.10 ; 0.95 ; -171.68
18518; 95.78 ; 272.00 ; -0.08 ; -0.55 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; 0.01 ; -3.37 ; 0.48 ; -172.27
18649; 95.07 ; 262.00 ; 0.00 ; -0.51 ; 9.22 ; 9.23 ; 0.04 ; -0.11 ; 0.05 ; -3.17 ; 0.00 ; -171.46
18780; 78.85 ; 263.00 ; -0.08 ; -0.63 ; 9.22 ; 9.24 ; 0.05 ; -0.11 ; 0.17 ; -3.89 ; 0.49 ; -176.93
18910; 80.13 ; 260.00 ; 0.00 ; -0.43 ; 9.18 ; 9.19 ; 0.05 ; -0.10 ; 0.05 ; -2.69 ; 0.00 ; -170.18
19043; 93.23 ; 270.00 ; -0.04 ; -0.51 ; 9.26 ; 9.27 ; 0.05 ; -0.12 ; 0.05 ; -3.15 ; 0.24 ; -170.89
19174; 76.03 ; 269.00 ; 0.00 ; -0.55 ; 9.34 ; 9.35 ; 0.06 ; -0.10 ; 0.07 ; -3.37 ; 0.00 ; -173.19
19304; 79.75 ; 269.00 ; 0.08 ; -0.43 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; 0.00 ; -2.65 ; -0.48 ; -171.83
19434; 90.22 ; 279.00 ; -0.12 ; -0.55 ; 9.30 ; 9.31 ; 0.05 ; -0.10 ; -0.01 ; -3.38 ; 0.72 ; -172.87
19565; 86.96 ; 284.00 ; 0.04 ; -0.59 ; 9.26 ; 9.28 ; 0.05 ; -0.11 ; 0.03 ; -3.64 ; -0.24 ; -175.87
Time (ms);Distance (cm);Brightness (lux);a_x (m/s^2);a_y (m/s^2);a_z (m/s^2);a_mag (m/s^2);r_x (rad/s^2);r_y (rad/s^2);r_z (rad/s^2);roll (deg);pitch (deg);yaw (deg)
1049; 90.34 ; 314.00 ; -0.04 ; -0.59 ; 9.38 ; 9.39 ; 0.06 ; -0.14 ; 0.63 ; -3.59 ; 0.24 ; -152.00
1214; 89.90 ; 327.00 ; -0.04 ; -0.59 ; 9.34 ; 9.35 ; 0.07 ; -0.16 ; 0.63 ; -3.61 ; 0.24 ; -142.39
1345; 97.77 ; 322.00 ; -0.04 ; -0.59 ; 9.41 ; 9.43 ; 0.07 ; -0.15 ; 0.63 ; -3.58 ; 0.24 ; -139.17
1479; 84.75 ; 310.00 ; -0.08 ; -0.59 ; 9.34 ; 9.35 ; 0.06 ; -0.16 ; 0.63 ; -3.61 ; 0.48 ; -133.03
1610; 83.42 ; 320.00 ; 0.00 ; -0.55 ; 9.34 ; 9.35 ; 0.06 ; -0.16 ; 0.62 ; -3.37 ; 0.00 ; -125.05
1740; 82.68 ; 350.00 ; -0.08 ; -0.55 ; 9.38 ; 9.39 ; 0.06 ; -0.15 ; 0.63 ; -3.35 ; 0.48 ; -120.64
1870; 82.01 ; 374.00 ; -0.04 ; -0.39 ; 9.14 ; 9.15 ; 0.07 ; -0.15 ; 0.63 ; -2.46 ; 0.25 ; -111.64
2001; 91.70 ; 471.00 ; -0.08 ; -0.47 ; 9.30 ; 9.31 ; 0.06 ; -0.16 ; 0.63 ; -2.90 ; 0.48 ; -107.61
2132; 78.58 ; 515.00 ; 0.04 ; -0.51 ; 9.49 ; 9.51 ; 0.07 ; -0.15 ; 0.62 ; -3.07 ; -0.24 ; -97.35
2266; 78.03 ; 543.00 ; 0.04 ; -0.55 ; 9.26 ; 9.27 ; 0.06 ; -0.14 ; 0.62 ; -3.39 ; -0.24 ; -90.20
2396; 99.64 ; 490.00 ; 0.00 ; -0.63 ; 9.34 ; 9.36 ; 0.06 ; -0.15 ; 0.57 ; -3.85 ; 0.00 ; -84.63
2527; 88.39 ; 468.00 ; -0.12 ; -0.59 ; 9.34 ; 9.36 ; 0.07 ; -0.17 ; 0.70 ; -3.61 ; 0.72 ; -80.45
2657; 74.67 ; 441.00 ; 0.04 ; -0.55 ; 9.22 ; 9.23 ; 0.07 ; -0.16 ; 0.73 ; -3.41 ; -0.24 ; -70.03
2787; 96.12 ; 391.00 ; -0.04 ; -0.43 ; 9.45 ; 9.46 ; 0.07 ; -0.16 ; 0.73 ; -2.61 ; 0.24 ; -66.51
2921; 79.72 ; 367.00 ; -0.08 ; -0.67 ; 9.45 ; 9.39 ; 0.07 ; -0.16 ; 0.73 ; -4.03 ; 0.47 ; -58.15
3051; 80.18 ; 340.00 ; -0.04 ; -0.47 ; 9.30 ; 9.31 ; 0.07 ; -0.16 ; 0.73 ; -2.90 ; 0.24 ; -53.44
3181; 80.02 ; 308.00 ; -0.08 ; -0.47 ; 9.18 ; 9.19 ; 0.07 ; -0.16 ; 0.73 ; -2.94 ; 0.49 ; -47.66
3312; 93.03 ; 283.00 ; 0.00 ; -0.55 ; 9.30 ; 9.31 ; 0.06 ; -0.17 ; 0.73 ; -3.38 ; 0.00 ; -37.20
3442; 83.34 ; 246.00 ; 0.00 ; -0.51 ; 9.26 ; 9.27 ; 0.07 ; -0.16 ; 0.73 ; -3.15 ; 0.00 ; -30.42
3575; 92.42 ; 214.00 ; 0.08 ; -0.51 ; 9.30 ; 9.31 ; 0.07 ; -0.16 ; 0.73 ; -3.14 ; -0.48 ; -26.18
3706; 82.96 ; 185.00 ; 0.00 ; -0.55 ; 9.26 ; 9.44 ; 0.07 ; -0.16 ; 0.73 ; -3.39 ; 0.00 ; -20.18
3836; 70.27 ; 154.00 ; -0.08 ; -0.59 ; 9.22 ; 9.24 ; 0.06 ; -0.16 ; 0.73 ; -3.65 ; 0.49 ; -10.74
3966; 90.26 ; 121.00 ; -0.04 ; -0.47 ; 9.38 ; 9.39 ; 0.07 ; -0.16 ; 0.73 ; -2.87 ; 0.24 ; -10.05
4097; 80.98 ; 98.00 ; -0.08 ; -0.63 ; 9.22 ; 9.24 ; 0.07 ; -0.16 ; 0.72 ; -3.89 ; 0.49 ; -1.08
4230; 69.50 ; 74.00 ; -0.04 ; -0.47 ; 9.30 ; 9.31 ; 0.07 ; -0.16 ; 0.72 ; -2.90 ; 0.24 ; -0.51
4360; 102.35 ; 57.00 ; -0.04 ; -0.63 ; 9.30 ; 9.32 ; 0.07 ; -0.16 ; 0.72 ; -3.86 ; 0.24 ; 6.62
4491; 79.41 ; 53.00 ; 0.04 ; -0.39 ; 9.26 ; 9.27 ; 0.07 ; -0.16 ; 0.72 ; -2.43 ; -0.24 ; 9.24
4621; 90.33 ; 42.00 ; 0.08 ; -0.63 ; 9.14 ; 9.16 ; 0.07 ; -0.16 ; 0.72 ; -3.93 ; -0.49 ; 15.85
4752; 78.95 ; 32.00 ; -0.04 ; -0.51 ; 9.41 ; 9.43 ; 0.06 ; -0.16 ; 0.72 ; -3.10 ; 0.24 ; 16.06
4885; 83.80 ; 29.00 ; -0.04 ; -0.51 ; 9.45 ; 9.47 ; 0.07 ; -0.16 ; 0.72 ; -3.09 ; 0.24 ; 21.72
5015; 90.94 ; 23.00 ; -0.04 ; -0.55 ; 9.38 ; 9.40 ; 0.07 ; -0.16 ; 0.72 ; -3.35 ; 0.24 ; 25.27
5146; 78.07 ; 13.00 ; -0.04 ; -0.47 ; 9.10 ; 9.11 ; 0.07 ; -0.16 ; 0.73 ; -2.96 ; 0.25 ; 29.09
5276; 91.75 ; 12.00 ; -0.08 ; -0.59 ; 9.34 ; 9.35 ; 0.07 ; -0.16 ; 0.72 ; -3.61 ; 0.48 ; 34.96
5407; 92.93 ; 17.00 ; -0.04 ; -0.51 ; 8.98 ; 9.00 ; 0.07 ; -0.16 ; 0.72 ; -3.25 ; 0.25 ; 36.97
5537; 80.69 ; 16.00 ; 0.08 ; -0.55 ; 9.73 ; 9.74 ; 0.06 ; -0.16 ; 0.72 ; -3.23 ; -0.46 ; 40.11
5671; 93.03 ; 7.00 ; 1.61 ; 2.39 ; 14.47 ; 14.76 ; 4.11 ; 0.25 ; -1.23 ; 9.39 ; -6.26 ; 18.75
5801; 89.90 ; 4.00 ; 0.12 ; -0.35 ; 8.20 ; 8.94 ; 1.04 ; 0.17 ; -2.58 ; -2.47 ; -0.82 ; 26.74
5933; 89.41 ; 9.00 ; 0.08 ; -0.51 ; 9.38 ; 9.39 ; -0.02 ; 0.08 ; -2.58 ; -3.11 ; -0.48 ; 11.06
6064; 138.44 ; 8.00 ; 0.04 ; -0.59 ; 9.34 ; 9.35 ; -0.02 ; 0.08 ; -2.57 ; -3.61 ; -0.24 ; -2.21
6197; 139.82 ; 8.00 ; 0.00 ; -0.55 ; 9.14 ; 9.16 ; -0.02 ; 0.08 ; -2.57 ; -3.44 ; 0.00 ; -26.28
6334; 492.38 ; 11.00 ; 0.08 ; -0.47 ; 9.34 ; 9.35 ; -0.02 ; 0.07 ; -2.57 ; -2.89 ; -0.48 ; -53.87
6488; 331.77 ; 25.00 ; 0.00 ; -0.67 ; 9.38 ; 9.40 ; -0.02 ; 0.08 ; -2.57 ; -4.07 ; 0.00 ; -80.92
6633; 135.33 ; 30.00 ; -0.04 ; -0.55 ; 9.34 ; 9.35 ; -0.02 ; 0.08 ; -2.56 ; -3.37 ; 0.24 ; -113.80
6766; 159.76 ; 35.00 ; -0.08 ; -0.55 ; 9.18 ; 9.22 ; -0.02 ; 0.08 ; -2.56 ; -3.42 ; 0.49 ; -146.43
6901; 115.49 ; 40.00 ; -0.04 ; -0.55 ; 9.18 ; 9.20 ; -0.02 ; 0.08 ; -2.56 ; -3.42 ; 0.24 ; -169.81
7036; 44.85 ; 41.00 ; -0.08 ; -0.63 ; 9.22 ; 9.24 ; -0.02 ; 0.08 ; -2.56 ; -3.89 ; 0.49 ; 168.60
7164; 91.60 ; 37.00 ; -0.12 ; -0.55 ; 9.34 ; 9.35 ; -0.01 ; 0.08 ; -2.56 ; -3.37 ; 0.72 ; 150.89
7296; 91.04 ; 27.00 ; 0.04 ; -0.67 ; 9.26 ; 9.28 ; -0.02 ; 0.08 ; -2.55 ; -4.12 ; -0.24 ; 129.84
7427; 100.58 ; 11.00 ; 0.16 ; -0.63 ; 9.38 ; 9.40 ; -0.02 ; 0.08 ; -2.55 ; -3.83 ; -0.96 ; 113.23
7559; 95.68 ; 2.00 ; 0.00 ; -0.55 ; 9.38 ; 9.39 ; -0.02 ; 0.08 ; -2.55 ; -3.35 ; 0.00 ; 100.23
7692; 105.93 ; 26.00 ; 0.04 ; -0.51 ; 9.30 ; 9.31 ; -0.01 ; 0.08 ; -2.55 ; -3.14 ; -0.24 ; 86.36
7824; 85.23 ; 28.00 ; -0.04 ; -0.67 ; 9.34 ; 9.36 ; -0.02 ; 0.08 ; -2.55 ; -4.09 ; 0.24 ; 72.45
7954; 96.80 ; 17.00 ; -0.04 ; -0.51 ; 9.38 ; 9.39 ; -0.01 ; 0.07 ; -2.49 ; -3.11 ; 0.24 ; 56.19
8085; 95.83 ; 3.00 ; 0.00 ; -0.59 ; 9.06 ; 9.08 ; -0.01 ; 0.06 ; -2.35 ; -3.72 ; 0.00 ; 43.52
8216; 117.51 ; 18.00 ; -0.27 ; -0.51 ; 9.30 ; 9.31 ; -0.00 ; 0.05 ; -2.08 ; -3.14 ; 1.69 ; 30.00
8351; 313.01 ; 17.00 ; -0.12 ; -0.55 ; 9.34 ; 9.35 ; 0.01 ; 0.04 ; -1.93 ; -3.37 ; 0.72 ; 16.44
8496; 309.84 ; 8.00 ; -0.04 ; -0.55 ; 9.34 ; 9.35 ; 0.00 ; 0.04 ; -1.95 ; -3.37 ; 0.24 ; 2.21
8639; 404.44 ; 3.00 ; 0.00 ; -0.75 ; 9.30 ; 9.33 ; 0.00 ; 0.05 ; -2.10 ; -4.58 ; 0.00 ; -10.27
8788; 193.00 ; 14.00 ; 0.16 ; -0.51 ; 9.26 ; 9.27 ; -0.00 ; 0.05 ; -2.13 ; -3.15 ; -0.97 ; -29.95
8925; 169.36 ; 30.00 ; 0.12 ; -0.51 ; 9.38 ; 9.39 ; 0.00 ; 0.05 ; -2.12 ; -3.11 ; -0.72 ; -51.23
9061; 249.63 ; 34.00 ; 0.04 ; -0.55 ; 9.26 ; 9.27 ; -0.00 ; 0.05 ; -2.11 ; -3.39 ; -0.24 ; -71.90
9204; 248.78 ; 43.00 ; 0.08 ; -0.51 ; 9.34 ; 9.35 ; -0.00 ; 0.05 ; -2.11 ; -3.13 ; -0.48 ; -99.57
9345; 245.10 ; 48.00 ; 0.00 ; -0.51 ; 9.34 ; 9.35 ; 0.00 ; 0.05 ; -2.11 ; -3.13 ; 0.00 ; -121.87
9484; 98.13 ; 49.00 ; -0.12 ; -0.43 ; 9.26 ; 9.27 ; 0.00 ; 0.05 ; -2.11 ; -2.67 ; 0.73 ; -146.25
9615; 100.44 ; 45.00 ; 0.12 ; -0.59 ; 9.30 ; 9.32 ; 0.00 ; 0.05 ; -2.11 ; -3.62 ; -0.72 ; -169.72
9746; 102.43 ; 39.00 ; 0.00 ; -0.51 ; 9.18 ; 9.19 ; -0.00 ; 0.05 ; -2.11 ; -3.18 ; 0.00 ; 173.00
9880; 105.68 ; 28.00 ; 0.04 ; -0.51 ; 9.34 ; 9.35 ; 0.00 ; 0.05 ; -2.11 ; -3.13 ; -0.24 ; 152.71
10012; 112.38 ; 16.00 ; -0.08 ; -0.51 ; 9.26 ; 9.23 ; -0.00 ; 0.05 ; -2.10 ; -3.15 ; 0.48 ; 140.06
10144; 100.78 ; 1.00 ; 0.04 ; -0.59 ; 9.30 ; 9.32 ; -0.00 ; 0.05 ; -2.10 ; -3.62 ; -0.24 ; 125.29
